Area,Date,AveragePrice
Palavakkam,2025-10,8729680
Pallavaram,2020-01,5178744
Pallavaram,2020-02,5021495
Pallavaram,2020-03,5198815
Pallavaram,2020-04,4982359
Pallavaram,2020-05,5094072
Pallavaram,2020-06,5112931
Pallavaram,2020-07,5144714
Pallavaram,2020-08,5224855
Pallavaram,2020-09,5198113
Pallavaram,2020-10,5377699
Pallavaram,2020-11,5176761
Pallavaram,2020-12,5309171
Pallavaram,2021-01,5178760
Pallavaram,2021-02,5386169
Pallavaram,2021-03,5307293
Pallavaram,2021-04,5224209
Pallavaram,2021-05,5271415
Pallavaram,2021-06,5526412
Pallavaram,2021-07,5292270
Pallavaram,2021-08,5313586
Pallavaram,2021-09,5496637
Pallavaram,2021-10,5536672
Pallavaram,2021-11,5607083
Pallavaram,2021-12,5406470
Pallavaram,2022-01,5610883
Pallavaram,2022-02,5393835
Pallavaram,2022-03,5499589
Pallavaram,2022-04,5478056
Pallavaram,2022-05,5673969
Pallavaram,2022-06,5481367
Pallavaram,2022-07,5446630
Pallavaram,2022-08,5494337
Pallavaram,2022-09,5630535
Pallavaram,2022-10,5551632
Pallavaram,2022-11,5636408
Pallavaram,2022-12,5551584
Pallavaram,2023-01,5866277
Pallavaram,2023-02,5594288
Pallavaram,2023-03,5864818
Pallavaram,2023-04,5709426
Pallavaram,2023-05,5658859
Pallavaram,2023-06,5914599
Pallavaram,2023-07,5761785
Pallavaram,2023-08,5761051
Pallavaram,2023-09,5889181
Pallavaram,2023-10,5717379
Pallavaram,2023-11,5884587
Pallavaram,2023-12,5973082
Pallavaram,2024-01,5812724
Pallavaram,2024-02,5972593
Pallavaram,2024-03,5773744
Pallavaram,2024-04,6031304
Pallavaram,2024-05,5998888
Pallavaram,2024-06,6033277
Pallavaram,2024-07,5954260
Pallavaram,2024-08,6077181
Pallavaram,2024-09,6099657
Pallavaram,2024-10,6004895
Pallavaram,2024-11,6192427
Pallavaram,2024-12,6061356
Pallavaram,2025-01,6025606
Pallavaram,2025-02,6189917
Pallavaram,2025-03,5980846
Pallavaram,2025-04,6139028
Pallavaram,2025-05,6140685
Pallavaram,2025-06,6165954
Pallavaram,2025-07,6232692
Pallavaram,2025-08,6059107
Pallavaram,2025-09,6396078
Pallavaram,2025-10,6238780
Pallikaranai,2020-01,6312408
Pallikaranai,2020-02,6043405
Pallikaranai,2020-03,6279825
Pallikaranai,2020-04,6196166
Pallikaranai,2020-05,6129058
Pallikaranai,2020-06,6422353
Pallikaranai,2020-07,6262339
Pallikaranai,2020-08,6450130
Pallikaranai,2020-09,6252783
Pallikaranai,2020-10,6352455
Pallikaranai,2020-11,6201923
Pallikaranai,2020-12,6554437
Pallikaranai,2021-01,6513552
Pallikaranai,2021-02,6509379
Pallikaranai,2021-03,6287468
Pallikaranai,2021-04,6550081
Pallikaranai,2021-05,6634578
Pallikaranai,2021-06,6705202
Pallikaranai,2021-07,6431965
Pallikaranai,2021-08,6628629
Pallikaranai,2021-09,6530458
Pallikaranai,2021-10,6560520
Pallikaranai,2021-11,6648527
Pallikaranai,2021-12,6508668
Pallikaranai,2022-01,6575386
Pallikaranai,2022-02,6542450
Pallikaranai,2022-03,6612123
Pallikaranai,2022-04,6791868
Pallikaranai,2022-05,6773878
Pallikaranai,2022-06,6770491
Pallikaranai,2022-07,6918133
Pallikaranai,2022-08,6870891
Pallikaranai,2022-09,6643636
Pallikaranai,2022-10,6713155
Pallikaranai,2022-11,6929172
Pallikaranai,2022-12,6859211
Pallikaranai,2023-01,6800178
Pallikaranai,2023-02,6807439
Pallikaranai,2023-03,7050463
Pallikaranai,2023-04,7091081
Pallikaranai,2023-05,7096470
Pallikaranai,2023-06,6983576
Pallikaranai,2023-07,6934745
Pallikaranai,2023-08,7213872
Pallikaranai,2023-09,7287625
Pallikaranai,2023-10,7002117
Pallikaranai,2023-11,7261995
Pallikaranai,2023-12,7240021
Pallikaranai,2024-01,7218399
Pallikaranai,2024-02,7244897
Pallikaranai,2024-03,7366589
Pallikaranai,2024-04,7243783
Pallikaranai,2024-05,7104786
Pallikaranai,2024-06,7212335
Pallikaranai,2024-07,7300829
Pallikaranai,2024-08,7464906
Pallikaranai,2024-09,7476591
Pallikaranai,2024-10,7174074
Pallikaranai,2024-11,7453353
Pallikaranai,2024-12,7400170
Pallikaranai,2025-01,7433729
Pallikaranai,2025-02,7616474
Pallikaranai,2025-03,7306176
Pallikaranai,2025-04,7363316
Pallikaranai,2025-05,7715001
Pallikaranai,2025-06,7298367
Pallikaranai,2025-07,7440013
Pallikaranai,2025-08,7728582
Pallikaranai,2025-09,7787127
Pallikaranai,2025-10,7787846
Pammal,2020-01,4189184
Pammal,2020-02,4079053
Pammal,2020-03,4107350
Pammal,2020-04,4079307
Pammal,2020-05,4181470
Pammal,2020-06,4237477
Pammal,2020-07,4307973
Pammal,2020-08,4107256
Pammal,2020-09,4299908
Pammal,2020-10,4257249
Pammal,2020-11,4183412
Pammal,2020-12,4259832
Pammal,2021-01,4398276
Pammal,2021-02,4190389
Pammal,2021-03,4202990
Pammal,2021-04,4324367
Pammal,2021-05,4236149
Pammal,2021-06,4244253
Pammal,2021-07,4471052
Pammal,2021-08,4337650
Pammal,2021-09,4345253
Pammal,2021-10,4281775
Pammal,2021-11,4309999
Pammal,2021-12,4375663
Pammal,2022-01,4515862
Pammal,2022-02,4386590
Pammal,2022-03,4380103
Pammal,2022-04,4390427
Pammal,2022-05,4422318
Pammal,2022-06,4404005
Pammal,2022-07,4642240
Pammal,2022-08,4591455
Pammal,2022-09,4442051
Pammal,2022-10,4594543
Pammal,2022-11,4543108
Pammal,2022-12,4650261
Pammal,2023-01,4726223
Pammal,2023-02,4723178
Pammal,2023-03,4750860
Pammal,2023-04,4719535
Pammal,2023-05,4730485
Pammal,2023-06,4630041
Pammal,2023-07,4729157
Pammal,2023-08,4703223
Pammal,2023-09,4761606
Pammal,2023-10,4721331
Pammal,2023-11,4838801
Pammal,2023-12,4840785
Pammal,2024-01,4633161
Pammal,2024-02,4892345
Pammal,2024-03,4657244
Pammal,2024-04,4919048
Pammal,2024-05,4874310
Pammal,2024-06,4844787
Pammal,2024-07,4902498
Pammal,2024-08,4915403
Pammal,2024-09,4816504
Pammal,2024-10,4991921
Pammal,2024-11,5022466
Pammal,2024-12,4899673
Pammal,2025-01,4930114
Pammal,2025-02,4951679
Pammal,2025-03,4842228
Pammal,2025-04,4883139
Pammal,2025-05,4997724
Pammal,2025-06,4858848
Pammal,2025-07,5097958
Pammal,2025-08,5109826
Pammal,2025-09,4990134
Pammal,2025-10,5007279
Park Town,2020-01,5962829
Park Town,2020-02,5990931
Park Town,2020-03,6007493
Park Town,2020-04,5970897
Park Town,2020-05,6144327
Park Town,2020-06,6037155
Park Town,2020-07,6201445
Park Town,2020-08,6059399
Park Town,2020-09,6200902
Park Town,2020-10,6069490
Park Town,2020-11,6143257
Park Town,2020-12,6206600
Park Town,2021-01,6288544
Park Town,2021-02,6178429
Park Town,2021-03,6454103
Park Town,2021-04,6277942
Park Town,2021-05,6223795
Park Town,2021-06,6479965
Park Town,2021-07,6428683
Park Town,2021-08,6310801
Park Town,2021-09,6293515
Park Town,2021-10,6327662
Park Town,2021-11,6468065
Park Town,2021-12,6643840
Park Town,2022-01,6577124
Park Town,2022-02,6586375
Park Town,2022-03,6404531
Park Town,2022-04,6388847
Park Town,2022-05,6425715
Park Town,2022-06,6769695
Park Town,2022-07,6515814
Park Town,2022-08,6670969
Park Town,2022-09,6837466
Park Town,2022-10,6814357
Park Town,2022-11,6582786
Park Town,2022-12,6509540
Park Town,2023-01,6537124
Park Town,2023-02,6579461
Park Town,2023-03,6746098
Park Town,2023-04,6794543
Park Town,2023-05,6973713
Park Town,2023-06,6825761
Park Town,2023-07,6650496
Park Town,2023-08,6708931
Park Town,2023-09,6927425
Park Town,2023-10,6926592
Park Town,2023-11,7051603
Park Town,2023-12,7072739
Park Town,2024-01,6968246
Park Town,2024-02,6827841
Park Town,2024-03,7113515
Park Town,2024-04,6818850
Park Town,2024-05,7138349
Park Town,2024-06,7212022
Park Town,2024-07,7043787
Park Town,2024-08,6931257
Park Town,2024-09,7276622
Park Town,2024-10,7299299
Park Town,2024-11,6994656
Park Town,2024-12,7392636
Park Town,2025-01,7412949
Park Town,2025-02,7156402
Park Town,2025-03,7450919
Park Town,2025-04,7075237
Park Town,2025-05,7458670
Park Town,2025-06,7251800
Park Town,2025-07,7137365
Park Town,2025-08,7152185
Park Town,2025-09,7212672
Park Town,2025-10,7536593
Parry's Corner,2020-01,5170413
Parry's Corner,2020-02,5166231
Parry's Corner,2020-03,5216606
Parry's Corner,2020-04,5072934
Parry's Corner,2020-05,5075807
Parry's Corner,2020-06,5182165
Parry's Corner,2020-07,5201790
Parry's Corner,2020-08,5345847
Parry's Corner,2020-09,5110754
Parry's Corner,2020-10,5372620
Parry's Corner,2020-11,5287342
Parry's Corner,2020-12,5414640
Parry's Corner,2021-01,5266210
Parry's Corner,2021-02,5357812
Parry's Corner,2021-03,5405505
Parry's Corner,2021-04,5504718
Parry's Corner,2021-05,5253954
Parry's Corner,2021-06,5537316
Parry's Corner,2021-07,5400872
Parry's Corner,2021-08,5518609
Parry's Corner,2021-09,5377636
Parry's Corner,2021-10,5583849
Parry's Corner,2021-11,5424042
Parry's Corner,2021-12,5423757
Parry's Corner,2022-01,5574195
Parry's Corner,2022-02,5471310
Parry's Corner,2022-03,5452921
Parry's Corner,2022-04,5597094
Parry's Corner,2022-05,5701345
Parry's Corner,2022-06,5519174
Parry's Corner,2022-07,5726288
Parry's Corner,2022-08,5498608
Parry's Corner,2022-09,5757800
Parry's Corner,2022-10,5530656
Parry's Corner,2022-11,5678331
Parry's Corner,2022-12,5640024
Parry's Corner,2023-01,5751024
Parry's Corner,2023-02,5798729
Parry's Corner,2023-03,5839595
Parry's Corner,2023-04,5931990
Parry's Corner,2023-05,5653254
Parry's Corner,2023-06,5714851
Parry's Corner,2023-07,5872709
Parry's Corner,2023-08,5723984
Parry's Corner,2023-09,5910700
Parry's Corner,2023-10,6020763
Parry's Corner,2023-11,5836299
Parry's Corner,2023-12,6023856
Parry's Corner,2024-01,5935477
Parry's Corner,2024-02,5879867
Parry's Corner,2024-03,5873309
Parry's Corner,2024-04,5811336
Parry's Corner,2024-05,5971834
Parry's Corner,2024-06,5900322
Parry's Corner,2024-07,5965110
Parry's Corner,2024-08,5927589
Parry's Corner,2024-09,6005263
Parry's Corner,2024-10,6086678
Parry's Corner,2024-11,5982667
Parry's Corner,2024-12,6161228
Parry's Corner,2025-01,6068741
Parry's Corner,2025-02,6281499
Parry's Corner,2025-03,6188140
Parry's Corner,2025-04,6132163
Parry's Corner,2025-05,6091495
Parry's Corner,2025-06,6100498
Parry's Corner,2025-07,6182101
Parry's Corner,2025-08,6234505
Parry's Corner,2025-09,6398205
Parry's Corner,2025-10,6143430
Pattabiram,2020-01,3059797
Pattabiram,2020-02,3050568
Pattabiram,2020-03,3121476
Pattabiram,2020-04,3048822
Pattabiram,2020-05,2973176
Pattabiram,2020-06,2973337
Pattabiram,2020-07,3160554
Pattabiram,2020-08,3006915
Pattabiram,2020-09,3056499
Pattabiram,2020-10,3071033
Pattabiram,2020-11,3035798
Pattabiram,2020-12,3035161
Pattabiram,2021-01,3130854
Pattabiram,2021-02,3235959
Pattabiram,2021-03,3072015
Pattabiram,2021-04,3140774
Pattabiram,2021-05,3154560
Pattabiram,2021-06,3185842
Pattabiram,2021-07,3177840
Pattabiram,2021-08,3151977
Pattabiram,2021-09,3174249
Pattabiram,2021-10,3188126
Pattabiram,2021-11,3190103
Pattabiram,2021-12,3305689
Pattabiram,2022-01,3238120
Pattabiram,2022-02,3350399
Pattabiram,2022-03,3288748
Pattabiram,2022-04,3378849
Pattabiram,2022-05,3206244
Pattabiram,2022-06,3380937
Pattabiram,2022-07,3266619
Pattabiram,2022-08,3301609
Pattabiram,2022-09,3373272
Pattabiram,2022-10,3412957
Pattabiram,2022-11,3427317
Pattabiram,2022-12,3408734
Pattabiram,2023-01,3351545
Pattabiram,2023-02,3313472
Pattabiram,2023-03,3472910
Pattabiram,2023-04,3326949
Pattabiram,2023-05,3433864
Pattabiram,2023-06,3412868
Pattabiram,2023-07,3503415
Pattabiram,2023-08,3387806
Pattabiram,2023-09,3504675
Pattabiram,2023-10,3554732
Pattabiram,2023-11,3379958
Pattabiram,2023-12,3428883
Pattabiram,2024-01,3565752
Pattabiram,2024-02,3581127
Pattabiram,2024-03,3444815
Pattabiram,2024-04,3464471
Pattabiram,2024-05,3436389
Pattabiram,2024-06,3605320
Pattabiram,2024-07,3516220
Pattabiram,2024-08,3530942
Pattabiram,2024-09,3517817
Pattabiram,2024-10,3604217
Pattabiram,2024-11,3653774
Pattabiram,2024-12,3615593
Pattabiram,2025-01,3695463
Pattabiram,2025-02,3603868
Pattabiram,2025-03,3543561
Pattabiram,2025-04,3551903
Pattabiram,2025-05,3673982
Pattabiram,2025-06,3619720
Pattabiram,2025-07,3776108
Pattabiram,2025-08,3785251
Pattabiram,2025-09,3588108
Pattabiram,2025-10,3652610
Pattaravakkam,2020-01,4071444
Pattaravakkam,2020-02,4182244
Pattaravakkam,2020-03,4247088
Pattaravakkam,2020-04,4282799
Pattaravakkam,2020-05,4232479
Pattaravakkam,2020-06,4099546
Pattaravakkam,2020-07,4137269
Pattaravakkam,2020-08,4231157
Pattaravakkam,2020-09,4105300
Pattaravakkam,2020-10,4196426
Pattaravakkam,2020-11,4252642
Pattaravakkam,2020-12,4286570
Pattaravakkam,2021-01,4161212
Pattaravakkam,2021-02,4392016
Pattaravakkam,2021-03,4374596
Pattaravakkam,2021-04,4327063
Pattaravakkam,2021-05,4227881
Pattaravakkam,2021-06,4312978
Pattaravakkam,2021-07,4381471
Pattaravakkam,2021-08,4489972
Pattaravakkam,2021-09,4388284
Pattaravakkam,2021-10,4352066
Pattaravakkam,2021-11,4379545
Pattaravakkam,2021-12,4545914
Pattaravakkam,2022-01,4543893
Pattaravakkam,2022-02,4416922
Pattaravakkam,2022-03,4467231
Pattaravakkam,2022-04,4442939
Pattaravakkam,2022-05,4622734
Pattaravakkam,2022-06,4550594
Pattaravakkam,2022-07,4612025
Pattaravakkam,2022-08,4539219
Pattaravakkam,2022-09,4626980
Pattaravakkam,2022-10,4468180
Pattaravakkam,2022-11,4559483
Pattaravakkam,2022-12,4702122
Pattaravakkam,2023-01,4596341
Pattaravakkam,2023-02,4664684
Pattaravakkam,2023-03,4531272
Pattaravakkam,2023-04,4696664
Pattaravakkam,2023-05,4720375
Pattaravakkam,2023-06,4821507
Pattaravakkam,2023-07,4703467
Pattaravakkam,2023-08,4797101
Pattaravakkam,2023-09,4767568
Pattaravakkam,2023-10,4682512
Pattaravakkam,2023-11,4659983
Pattaravakkam,2023-12,4781132
Pattaravakkam,2024-01,4892209
Pattaravakkam,2024-02,4668279
Pattaravakkam,2024-03,4720676
Pattaravakkam,2024-04,4768054
Pattaravakkam,2024-05,4852934
Pattaravakkam,2024-06,4734026
Pattaravakkam,2024-07,4805658
Pattaravakkam,2024-08,4818997
Pattaravakkam,2024-09,4881154
Pattaravakkam,2024-10,4811665
Pattaravakkam,2024-11,4990528
Pattaravakkam,2024-12,4873404
Pattaravakkam,2025-01,5086017
Pattaravakkam,2025-02,4830552
Pattaravakkam,2025-03,4883531
Pattaravakkam,2025-04,4902181
Pattaravakkam,2025-05,5018598
Pattaravakkam,2025-06,5055840
Pattaravakkam,2025-07,5016972
Pattaravakkam,2025-08,5066550
Pattaravakkam,2025-09,4956118
Pattaravakkam,2025-10,5204149
Pazhavanthangal,2020-01,5078493
Pazhavanthangal,2020-02,5024085
Pazhavanthangal,2020-03,5150088
Pazhavanthangal,2020-04,5242253
Pazhavanthangal,2020-05,5055285
Pazhavanthangal,2020-06,5145575
Pazhavanthangal,2020-07,5102429
Pazhavanthangal,2020-08,5348187
Pazhavanthangal,2020-09,5258039
Pazhavanthangal,2020-10,5383093
Pazhavanthangal,2020-11,5300510
Pazhavanthangal,2020-12,5211861
Pazhavanthangal,2021-01,5282168
Pazhavanthangal,2021-02,5334621
Pazhavanthangal,2021-03,5346473
Pazhavanthangal,2021-04,5271844
Pazhavanthangal,2021-05,5379062
Pazhavanthangal,2021-06,5359369
Pazhavanthangal,2021-07,5310640
Pazhavanthangal,2021-08,5577931
Pazhavanthangal,2021-09,5424327
Pazhavanthangal,2021-10,5338697
Pazhavanthangal,2021-11,5547432
Pazhavanthangal,2021-12,5621317
Pazhavanthangal,2022-01,5597956
Pazhavanthangal,2022-02,5655503
Pazhavanthangal,2022-03,5465630
Pazhavanthangal,2022-04,5558731
Pazhavanthangal,2022-05,5467588
Pazhavanthangal,2022-06,5722807
Pazhavanthangal,2022-07,5666429
Pazhavanthangal,2022-08,5640555
Pazhavanthangal,2022-09,5598822
Pazhavanthangal,2022-10,5745199
Pazhavanthangal,2022-11,5803651
Pazhavanthangal,2022-12,5594219
Pazhavanthangal,2023-01,5774140
Pazhavanthangal,2023-02,5638405
Pazhavanthangal,2023-03,5763277
Pazhavanthangal,2023-04,5665350
Pazhavanthangal,2023-05,5714458
Pazhavanthangal,2023-06,5878092
Pazhavanthangal,2023-07,5655121
Pazhavanthangal,2023-08,5924504
Pazhavanthangal,2023-09,5739662
Pazhavanthangal,2023-10,6014976
Pazhavanthangal,2023-11,5755245
Pazhavanthangal,2023-12,5841035
Pazhavanthangal,2024-01,5965952
Pazhavanthangal,2024-02,6031847
Pazhavanthangal,2024-03,5946951
Pazhavanthangal,2024-04,6103429
Pazhavanthangal,2024-05,5915049
Pazhavanthangal,2024-06,5907770
Pazhavanthangal,2024-07,6054474
Pazhavanthangal,2024-08,6118157
Pazhavanthangal,2024-09,6206015
Pazhavanthangal,2024-10,6163533
Pazhavanthangal,2024-11,5942236
Pazhavanthangal,2024-12,5992269
Pazhavanthangal,2025-01,6039121
Pazhavanthangal,2025-02,6285611
Pazhavanthangal,2025-03,6161728
Pazhavanthangal,2025-04,6202836
Pazhavanthangal,2025-05,6144234
Pazhavanthangal,2025-06,6327215
Pazhavanthangal,2025-07,6357814
Pazhavanthangal,2025-08,6179699
Pazhavanthangal,2025-09,6266264
Pazhavanthangal,2025-10,6145074
Peerkankaranai,2020-01,3282212
Peerkankaranai,2020-02,3132278
Peerkankaranai,2020-03,3129820
Peerkankaranai,2020-04,3268138
Peerkankaranai,2020-05,3179939
Peerkankaranai,2020-06,3229253
Peerkankaranai,2020-07,3200841
Peerkankaranai,2020-08,3241460
Peerkankaranai,2020-09,3215914
Peerkankaranai,2020-10,3322041
Peerkankaranai,2020-11,3394554
Peerkankaranai,2020-12,3370538
Peerkankaranai,2021-01,3259008
Peerkankaranai,2021-02,3391803
Peerkankaranai,2021-03,3386793
Peerkankaranai,2021-04,3297112
Peerkankaranai,2021-05,3411809
Peerkankaranai,2021-06,3445722
Peerkankaranai,2021-07,3471706
Peerkankaranai,2021-08,3398006
Peerkankaranai,2021-09,3450519
Peerkankaranai,2021-10,3393497
Peerkankaranai,2021-11,3406644
Peerkankaranai,2021-12,3352227
Peerkankaranai,2022-01,3400519
Peerkankaranai,2022-02,3442637
Peerkankaranai,2022-03,3381906
Peerkankaranai,2022-04,3503366
Peerkankaranai,2022-05,3484730
Peerkankaranai,2022-06,3603787
Peerkankaranai,2022-07,3516225
Peerkankaranai,2022-08,3460462
Peerkankaranai,2022-09,3530839
Peerkankaranai,2022-10,3593059
Peerkankaranai,2022-11,3530148
Peerkankaranai,2022-12,3548510
Peerkankaranai,2023-01,3572193
Peerkankaranai,2023-02,3493084
Peerkankaranai,2023-03,3503957
Peerkankaranai,2023-04,3513147
Peerkankaranai,2023-05,3713096
Peerkankaranai,2023-06,3661388
Peerkankaranai,2023-07,3584470
Peerkankaranai,2023-08,3561677
Peerkankaranai,2023-09,3574027
Peerkankaranai,2023-10,3759973
Peerkankaranai,2023-11,3673185
Peerkankaranai,2023-12,3801248
Peerkankaranai,2024-01,3786731
Peerkankaranai,2024-02,3745133
Peerkankaranai,2024-03,3675338
Peerkankaranai,2024-04,3745707
Peerkankaranai,2024-05,3700881
Peerkankaranai,2024-06,3713795
Peerkankaranai,2024-07,3745981
Peerkankaranai,2024-08,3869106
Peerkankaranai,2024-09,3898008
Peerkankaranai,2024-10,3699005
Peerkankaranai,2024-11,3729401
Peerkankaranai,2024-12,3908674
Peerkankaranai,2025-01,3794750
Peerkankaranai,2025-02,3787439
Peerkankaranai,2025-03,3894860
Peerkankaranai,2025-04,3929933
Peerkankaranai,2025-05,3795754
Peerkankaranai,2025-06,3961725
Peerkankaranai,2025-07,3898648
Peerkankaranai,2025-08,3885470
Peerkankaranai,2025-09,3949581
Peerkankaranai,2025-10,3904369
Perambur,2020-01,5046019
Perambur,2020-02,5148800
Perambur,2020-03,5219943
Perambur,2020-04,5058638
Perambur,2020-05,5326406
Perambur,2020-06,5187610
Perambur,2020-07,5409241
Perambur,2020-08,5295967
Perambur,2020-09,5278048
Perambur,2020-10,5431338
Perambur,2020-11,5213456
Perambur,2020-12,5392446
Perambur,2021-01,5446988
Perambur,2021-02,5238478
Perambur,2021-03,5532809
Perambur,2021-04,5424710
Perambur,2021-05,5302820
Perambur,2021-06,5357921
Perambur,2021-07,5370351
Perambur,2021-08,5328285
Perambur,2021-09,5550029
Perambur,2021-10,5652517
Perambur,2021-11,5453087
Perambur,2021-12,5565551
Perambur,2022-01,5420090
Perambur,2022-02,5461142
Perambur,2022-03,5618997
Perambur,2022-04,5739810
Perambur,2022-05,5663288
Perambur,2022-06,5533142
Perambur,2022-07,5682624
Perambur,2022-08,5531803
Perambur,2022-09,5703080
Perambur,2022-10,5669519
Perambur,2022-11,5593167
Perambur,2022-12,5640653
Perambur,2023-01,5728834
Perambur,2023-02,5954691
Perambur,2023-03,5719715
Perambur,2023-04,5659461
Perambur,2023-05,5854533
Perambur,2023-06,5856825
Perambur,2023-07,5778108
Perambur,2023-08,5883916
Perambur,2023-09,5875478
Perambur,2023-10,5964598
Perambur,2023-11,5937501
Perambur,2023-12,6011254
Perambur,2024-01,6102933
Perambur,2024-02,6125548
Perambur,2024-03,5894328
Perambur,2024-04,5961392
Perambur,2024-05,5976588
Perambur,2024-06,6146608
Perambur,2024-07,5994019
Perambur,2024-08,6148662
Perambur,2024-09,5963822
Perambur,2024-10,6017605
Perambur,2024-11,6074512
Perambur,2024-12,6180044
Perambur,2025-01,6323998
Perambur,2025-02,6173307
Perambur,2025-03,6340374
Perambur,2025-04,6083660
Perambur,2025-05,6167613
Perambur,2025-06,6326676
Perambur,2025-07,6150012
Perambur,2025-08,6349500
Perambur,2025-09,6158380
Perambur,2025-10,6487480
Peravallur,2020-01,4138982
Peravallur,2020-02,4286995
Peravallur,2020-03,4092136
Peravallur,2020-04,4136447
Peravallur,2020-05,4358021
Peravallur,2020-06,4223556
Peravallur,2020-07,4318432
Peravallur,2020-08,4208901
Peravallur,2020-09,4324005
Peravallur,2020-10,4440596
Peravallur,2020-11,4457428
Peravallur,2020-12,4471512
Peravallur,2021-01,4487332
Peravallur,2021-02,4270869
Peravallur,2021-03,4319428
Peravallur,2021-04,4480940
Peravallur,2021-05,4430300
Peravallur,2021-06,4369087
Peravallur,2021-07,4567295
Peravallur,2021-08,4409392
Peravallur,2021-09,4434294
Peravallur,2021-10,4400998
Peravallur,2021-11,4622187
Peravallur,2021-12,4515931
Peravallur,2022-01,4436581
Peravallur,2022-02,4410061
Peravallur,2022-03,4617348
Peravallur,2022-04,4549696
Peravallur,2022-05,4488623
Peravallur,2022-06,4584647
Peravallur,2022-07,4649407
Peravallur,2022-08,4722984
Peravallur,2022-09,4630487
Peravallur,2022-10,4685952
Peravallur,2022-11,4699681
Peravallur,2022-12,4637874
Peravallur,2023-01,4751147
Peravallur,2023-02,4822745
Peravallur,2023-03,4729784
Peravallur,2023-04,4785316
Peravallur,2023-05,4797052
Peravallur,2023-06,4781362
Peravallur,2023-07,4865529
Peravallur,2023-08,4826138
Peravallur,2023-09,4853397
Peravallur,2023-10,4953794
Peravallur,2023-11,4866121
Peravallur,2023-12,4726333
Peravallur,2024-01,4873342
Peravallur,2024-02,4936882
Peravallur,2024-03,4901106
Peravallur,2024-04,4932643
Peravallur,2024-05,4997440
Peravallur,2024-06,4930770
Peravallur,2024-07,5068401
Peravallur,2024-08,5084621
Peravallur,2024-09,5102686
Peravallur,2024-10,4932487
Peravallur,2024-11,4890131
Peravallur,2024-12,4977201
Peravallur,2025-01,5169781
Peravallur,2025-02,5125615
Peravallur,2025-03,4994988
Peravallur,2025-04,5212871
Peravallur,2025-05,5036477
Peravallur,2025-06,4992899
Peravallur,2025-07,5149317
Peravallur,2025-08,5144010
Peravallur,2025-09,5256567
Peravallur,2025-10,5247869
Perumbakkam,2020-01,5152748
Perumbakkam,2020-02,5155095
Perumbakkam,2020-03,5169130
Perumbakkam,2020-04,5165999
Perumbakkam,2020-05,5111030
Perumbakkam,2020-06,5142266
Perumbakkam,2020-07,5127280
Perumbakkam,2020-08,5299779
Perumbakkam,2020-09,5318936
Perumbakkam,2020-10,5345075
Perumbakkam,2020-11,5298310
Perumbakkam,2020-12,5298775
Perumbakkam,2021-01,5328404
Perumbakkam,2021-02,5452792
Perumbakkam,2021-03,5244217
Perumbakkam,2021-04,5503613
Perumbakkam,2021-05,5457010
Perumbakkam,2021-06,5430984
Perumbakkam,2021-07,5413778
Perumbakkam,2021-08,5535818
Perumbakkam,2021-09,5407232
Perumbakkam,2021-10,5590904
Perumbakkam,2021-11,5387099
Perumbakkam,2021-12,5629616
Perumbakkam,2022-01,5634748
Perumbakkam,2022-02,5757477
Perumbakkam,2022-03,5455335
Perumbakkam,2022-04,5469012
Perumbakkam,2022-05,5630716
Perumbakkam,2022-06,5686108
Perumbakkam,2022-07,5653285
Perumbakkam,2022-08,5663608
Perumbakkam,2022-09,5711474
Perumbakkam,2022-10,5720886
Perumbakkam,2022-11,5637531
Perumbakkam,2022-12,5839513
Perumbakkam,2023-01,5862039
Perumbakkam,2023-02,5781678
Perumbakkam,2023-03,5948855
Perumbakkam,2023-04,5694793
Perumbakkam,2023-05,5676511
Perumbakkam,2023-06,5914177
Perumbakkam,2023-07,6027561
Perumbakkam,2023-08,5744154
Perumbakkam,2023-09,5773909
Perumbakkam,2023-10,5931181
Perumbakkam,2023-11,5911419
Perumbakkam,2023-12,6028732
Perumbakkam,2024-01,5988909
Perumbakkam,2024-02,6039207
Perumbakkam,2024-03,6033464
Perumbakkam,2024-04,5988492
Perumbakkam,2024-05,6013224
Perumbakkam,2024-06,5897316
Perumbakkam,2024-07,5957509
Perumbakkam,2024-08,5929345
Perumbakkam,2024-09,6090705
Perumbakkam,2024-10,6109213
Perumbakkam,2024-11,6261119
Perumbakkam,2024-12,6156141
Perumbakkam,2025-01,6079462
Perumbakkam,2025-02,6180417
Perumbakkam,2025-03,6208420
Perumbakkam,2025-04,6328806
Perumbakkam,2025-05,6218264
Perumbakkam,2025-06,6375222
Perumbakkam,2025-07,6136529
Perumbakkam,2025-08,6408921
Perumbakkam,2025-09,6295153
Perumbakkam,2025-10,6236879
Perungalathur,2020-01,4245113
Perungalathur,2020-02,4168943
Perungalathur,2020-03,4084449
Perungalathur,2020-04,4280427
Perungalathur,2020-05,4095232
Perungalathur,2020-06,4265303
Perungalathur,2020-07,4258209
Perungalathur,2020-08,4316217
Perungalathur,2020-09,4370188
Perungalathur,2020-10,4315819
Perungalathur,2020-11,4227590
Perungalathur,2020-12,4372563
Perungalathur,2021-01,4210519
Perungalathur,2021-02,4232295
Perungalathur,2021-03,4239574
Perungalathur,2021-04,4435259
Perungalathur,2021-05,4472733
Perungalathur,2021-06,4340707
Perungalathur,2021-07,4314698
Perungalathur,2021-08,4391732
